tar,filename,basename,track_id,processing_time_ms,tempo,loudness,time_signature,spectral_centroid,zcr,rms_energy,spectral_rolloff,onset_strength,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,moodtheme_tags
autotagging_moodtheme_audio-low-00.tar,00/1406400.low.mp3,1406400.low.mp3,1406400,3134.03,90.66611842105263,8751.0244140625,2,241.30925317253414,0.0051917227176541715,0.4088583290576935,398.3772766777509,0.6804245710372925,-391.2154846191406,183.00045776367188,88.85136413574219,31.459861755371094,25.887235641479492,29.22260093688965,17.768259048461914,6.808594703674316,8.971710205078125,14.613351821899414,12.795699119567871,6.2165937423706055,2.206409454345703,38.13896942138672,38.67287063598633,20.689228057861328,13.28832721710205,10.827510833740234,9.90854263305664,7.0660552978515625,6.917020320892334,6.1002092361450195,7.004583835601807,6.9350199699401855,6.086822986602783,5.824639797210693,0.6794902086257935,0.7712215781211853,0.8555267453193665,0.9269671440124512,0.9557502269744873,0.9447857737541199,0.8787805438041687,0.7955429553985596,0.7133538126945496,0.6426591873168945,0.59389328956604,0.5707072615623474,epic
autotagging_moodtheme_audio-low-00.tar,00/133600.low.mp3,133600.low.mp3,133600,1213.41,161.4990234375,5555.94140625,4,2583.6190000075826,0.058269558197240605,0.20325449109077454,5461.084664930311,0.9632080793380737,-165.3676300048828,145.7441864013672,-39.9480094909668,45.58491516113281,-5.605302333831787,21.656463623046875,-0.06584358960390091,12.665385246276855,-7.507265090942383,7.202776908874512,0.6970396041870117,-5.138349533081055,0.6367425322532654,55.51149368286133,23.511579513549805,14.774938583374023,17.70060157775879,13.294437408447266,13.722350120544434,8.042010307312012,9.05273151397705,9.180276870727539,9.524320602416992,9.549890518188477,9.502738952636719,7.35157585144043,0.6301649212837219,0.6331523060798645,0.6926875710487366,0.6393992304801941,0.5898586511611938,0.593498945236206,0.5680555105209351,0.559833824634552,0.5175984501838684,0.5542752146720886,0.5667113065719604,0.5901059508323669,energetic;sport
autotagging_moodtheme_audio-low-00.tar,00/13400.low.mp3,13400.low.mp3,13400,1544.5,84.72079918032787,607.9615478515625,2,1276.5144319075255,0.027230384168461626,0.0332707054913044,2473.723438739939,0.8012122511863708,-433.78228759765625,163.51077270507812,16.898435592651367,26.88125991821289,6.34391450881958,7.271718502044678,0.5456985235214233,-5.330792427062988,-3.945497512817383,-0.44444698095321655,-6.1056036949157715,-6.532865524291992,-4.823185920715332,95.62284851074219,35.47766876220703,36.366783142089844,20.544635772705078,16.529752731323242,11.710707664489746,10.225191116333008,9.799423217773438,8.666857719421387,8.191232681274414,7.81141996383667,8.100425720214844,8.74860668182373,0.6666356921195984,0.6071847081184387,0.5928214192390442,0.5674598813056946,0.554710865020752,0.54317706823349,0.5707681179046631,0.5827651619911194,0.5190863609313965,0.5060746669769287,0.5142467617988586,0.6250385046005249,ballad
autotagging_moodtheme_audio-low-00.tar,00/74000.low.mp3,74000.low.mp3,74000,2536.95,120.18531976744185,8663.388671875,4,1559.7870943432947,0.02285581262363996,0.2012016475200653,3243.322109143175,1.012271761894226,-266.171142578125,162.83514404296875,30.738357543945312,36.449825286865234,-9.989082336425781,26.245161056518555,-4.16298246383667,6.264678001403809,5.335089683532715,1.1521668434143066,4.076638221740723,7.981842041015625,1.939673900604248,60.7751579284668,31.186782836914062,24.97386360168457,14.761102676391602,14.322219848632812,11.153055191040039,12.168159484863281,12.241228103637695,10.786349296569824,11.09680461883545,9.264636039733887,8.378911018371582,7.773632526397705,0.5806590914726257,0.5848020315170288,0.607163667678833,0.6143028140068054,0.6005122065544128,0.6130015850067139,0.5939387083053589,0.6379811763763428,0.6211407780647278,0.5813657641410828,0.5548580884933472,0.5468795299530029,adventure;corporate
autotagging_moodtheme_audio-low-00.tar,00/12100.low.mp3,12100.low.mp3,12100,1354.98,123.046875,8515.2919921875,4,3009.047244252722,0.09251042886416862,0.2836887240409851,5592.808257556352,1.0715233087539673,-113.92747497558594,145.70570373535156,-64.51921081542969,62.7756233215332,-9.767672538757324,14.732464790344238,-9.357680320739746,19.35521697998047,-4.62725830078125,9.227006912231445,1.1768611669540405,6.0241312980651855,0.3753747045993805,70.3529052734375,27.54367446899414,27.95516014099121,19.028202056884766,15.754274368286133,14.225159645080566,11.439178466796875,12.616315841674805,11.23668384552002,10.837249755859375,9.275269508361816,7.663081645965576,8.048052787780762,0.5756164789199829,0.5967930555343628,0.6559553742408752,0.6066290736198425,0.6244946122169495,0.6776170134544373,0.5969496369361877,0.5798486471176147,0.6605298519134521,0.6901479363441467,0.5948315262794495,0.5392922163009644,energetic;heavy
autotagging_moodtheme_audio-low-00.tar,00/1076600.low.mp3,1076600.low.mp3,1076600,2279.18,83.95522388059702,3303.9951171875,2,1874.5935350093157,0.03291760265433192,0.1229303628206253,4029.662048512748,0.9568998217582703,-276.9072265625,157.84539794921875,5.076450347900391,26.625158309936523,6.378968715667725,11.496543884277344,1.2795177698135376,6.90244722366333,-1.6807255744934082,6.027217388153076,3.300201177597046,3.1537578105926514,-2.8588359355926514,55.86086654663086,31.062911987304688,17.17184829711914,18.304285049438477,17.059232711791992,14.050931930541992,10.130643844604492,9.89215087890625,9.020983695983887,9.334431648254395,9.232090950012207,9.68291187286377,10.92125415802002,0.4357357621192932,0.4595088064670563,0.4963545501232147,0.5468369722366333,0.5404027700424194,0.5682811141014099,0.5795791745185852,0.504880964756012,0.47153475880622864,0.4618523120880127,0.5282415747642517,0.4925100803375244,movie
autotagging_moodtheme_audio-low-00.tar,00/1163000.low.mp3,1163000.low.mp3,1163000,712.95,135.99917763157896,1854.8609619140625,4,1309.4729415182126,0.04061086414638122,0.11077595502138138,2125.3519530401,0.7879644632339478,-326.62347412109375,190.00535583496094,-22.29200553894043,-3.3373970985412598,-8.348503112792969,-5.050317287445068,-10.79559326171875,0.20430850982666016,-8.055225372314453,-5.085669994354248,-7.361505031585693,-3.1780128479003906,-2.9828405380249023,112.46026611328125,52.410743713378906,30.590415954589844,22.70139503479004,20.91795539855957,16.09515953063965,14.723868370056152,14.770072937011719,15.062243461608887,13.871888160705566,11.418909072875977,10.495664596557617,11.496892929077148,0.3111739456653595,0.47073420882225037,0.5218638181686401,0.39411550760269165,0.3625122606754303,0.3113377094268799,0.406938761472702,0.34580811858177185,0.34977370500564575,0.4471035599708557,0.36052414774894714,0.35643672943115234,calm;soft
autotagging_moodtheme_audio-low-00.tar,00/1333600.low.mp3,1333600.low.mp3,1333600,1508.35,114.84375,5951.1357421875,4,2890.9848558860854,0.05926763277550581,0.19295571744441986,6454.950736772896,1.3077071905136108,-200.47096252441406,128.74044799804688,-27.605453491210938,43.90651321411133,0.8073710203170776,21.7231388092041,-7.872334003448486,16.92865562438965,-11.92935562133789,11.814699172973633,-7.403079509735107,0.6133182644844055,-3.034104347229004,73.31625366210938,37.44465255737305,25.329416275024414,16.469337463378906,19.109060287475586,20.679807662963867,14.79568862915039,15.208855628967285,13.475424766540527,13.588037490844727,13.902024269104004,13.099553108215332,13.021161079406738,0.6161887049674988,0.5650330781936646,0.5512657761573792,0.542090654373169,0.6015613675117493,0.5718476176261902,0.5365715026855469,0.5660456418991089,0.5387543439865112,0.5513973832130432,0.5086448788642883,0.5141679048538208,romantic;soundscape
autotagging_moodtheme_audio-low-00.tar,00/1303000.low.mp3,1303000.low.mp3,1303000,830.07,120.18531976744185,2917.751708984375,4,2914.7129622249067,0.0799272798282157,0.151253342628479,5910.620341169725,1.1726051568984985,-199.94970703125,145.1284637451172,-49.408409118652344,43.23091125488281,0.7060683965682983,20.271682739257812,-1.9497456550598145,14.926360130310059,-7.511747360229492,9.235114097595215,-3.577528953552246,-1.9013336896896362,-1.662645697593689,103.97123718261719,40.591102600097656,37.4621696472168,19.26797866821289,14.846671104431152,15.42458724975586,13.387836456298828,12.53073501586914,11.895851135253906,10.60360336303711,9.519043922424316,9.12148380279541,9.021283149719238,0.6837337017059326,0.7117941379547119,0.7127167582511902,0.7070568799972534,0.7546651363372803,0.6839666962623596,0.6266303062438965,0.6230219006538391,0.6168444156646729,0.6672224998474121,0.6091803908348083,0.6469431519508362,adventure;energetic;sport
autotagging_moodtheme_audio-low-00.tar,00/604700.low.mp3,604700.low.mp3,604700,1584.24,172.265625,6569.69140625,4,2517.8381199121145,0.06491614856020943,0.21733392775058746,5105.40295729712,1.0140628814697266,-168.90953063964844,165.20555114746094,-33.7984619140625,22.56596565246582,-20.882917404174805,19.092514038085938,-9.431767463684082,13.159128189086914,-3.642479658126831,10.3086519241333,-3.2031264305114746,7.814590930938721,-4.058373928070068,81.73138427734375,39.83393478393555,26.293867111206055,24.93834686279297,17.315832138061523,13.534626960754395,13.19956111907959,11.019169807434082,10.309920310974121,10.968268394470215,10.202581405639648,11.207308769226074,9.498587608337402,0.5288825035095215,0.41831454634666443,0.44180330634117126,0.42182475328445435,0.48896336555480957,0.46276524662971497,0.4114533066749573,0.41784822940826416,0.45515015721321106,0.6569095849990845,0.40385448932647705,0.39583683013916016,emotional;romantic;soft
